Realization,Budget,Rank,Source_unit,Ingredient_Class
320,9,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
320,9,5,Rice bran::RealV6_米糠_sample3,Rice bran
320,9,6,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
320,9,7,Wheat::RealV6_小麦_sample1,Wheat
320,9,8,Paddy rice::RealV6_稻谷_sample4,Paddy rice
320,9,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
320,12,1,Sorghum::RealV6_高粱_sample9,Sorghum
320,12,2,Barley::RealV6_大麦_sample10,Barley
320,12,3,Sorghum::RealV6_高粱_sample4,Sorghum
320,12,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
320,12,5,Rice bran::RealV6_米糠_sample3,Rice bran
320,12,6,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
320,12,7,Wheat::RealV6_小麦_sample1,Wheat
320,12,8,Paddy rice::RealV6_稻谷_sample4,Paddy rice
320,12,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
320,12,10,Sorghum::RealV6_高粱_sample2,Sorghum
320,12,11,Rice bran::RealV6_米糠_sample4,Rice bran
320,12,12,Barley::RealV6_大麦_sample9,Barley
321,3,1,Sorghum::RealV6_高粱_sample1,Sorghum
321,3,2,Rice bran::RealV6_米糠_sample9,Rice bran
321,3,3,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
321,6,1,Sorghum::RealV6_高粱_sample1,Sorghum
321,6,2,Rice bran::RealV6_米糠_sample9,Rice bran
321,6,3,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
321,6,4,Paddy rice::RealV6_稻谷_sample3,Paddy rice
321,6,5,Cassava::RealV6_木薯_sample8,Cassava
321,6,6,Sorghum::RealV6_高粱_sample6,Sorghum
321,9,1,Sorghum::RealV6_高粱_sample1,Sorghum
321,9,2,Rice bran::RealV6_米糠_sample9,Rice bran
321,9,3,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
321,9,4,Paddy rice::RealV6_稻谷_sample3,Paddy rice
321,9,5,Cassava::RealV6_木薯_sample8,Cassava
321,9,6,Sorghum::RealV6_高粱_sample6,Sorghum
321,9,7,Paddy rice::RealV6_稻谷_sample1,Paddy rice
321,9,8,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
321,9,9,Paddy rice::RealV6_稻谷_sample6,Paddy rice
321,12,1,Sorghum::RealV6_高粱_sample1,Sorghum
321,12,2,Rice bran::RealV6_米糠_sample9,Rice bran
321,12,3,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
321,12,4,Paddy rice::RealV6_稻谷_sample3,Paddy rice
321,12,5,Cassava::RealV6_木薯_sample8,Cassava
321,12,6,Sorghum::RealV6_高粱_sample6,Sorghum
321,12,7,Paddy rice::RealV6_稻谷_sample1,Paddy rice
321,12,8,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
321,12,9,Paddy rice::RealV6_稻谷_sample6,Paddy rice
321,12,10,Rice bran::RealV6_米糠_sample4,Rice bran
321,12,11,Cassava::RealV6_木薯_sample5,Cassava
321,12,12,Barley::RealV6_大麦_sample2,Barley
322,3,1,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
322,3,2,Rice bran::RealV6_米糠_sample8,Rice bran
322,3,3,Cassava::RealV6_木薯_sample9,Cassava
322,6,1,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
322,6,2,Rice bran::RealV6_米糠_sample8,Rice bran
322,6,3,Cassava::RealV6_木薯_sample9,Cassava
322,6,4,Brown rice::RealV6_糙米_sample5,Brown rice
322,6,5,Rice bran::RealV6_米糠_sample2,Rice bran
322,6,6,Paddy rice::RealV6_稻谷_sample1,Paddy rice
322,9,1,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
322,9,2,Rice bran::RealV6_米糠_sample8,Rice bran
322,9,3,Cassava::RealV6_木薯_sample9,Cassava
322,9,4,Brown rice::RealV6_糙米_sample5,Brown rice
322,9,5,Rice bran::RealV6_米糠_sample2,Rice bran
322,9,6,Paddy rice::RealV6_稻谷_sample1,Paddy rice
322,9,7,Paddy rice::RealV6_稻谷_sample9,Paddy rice
322,9,8,Sorghum::RealV6_高粱_sample6,Sorghum
322,9,9,Barley::RealV6_大麦_sample5,Barley
322,12,1,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
322,12,2,Rice bran::RealV6_米糠_sample8,Rice bran
322,12,3,Cassava::RealV6_木薯_sample9,Cassava
322,12,4,Brown rice::RealV6_糙米_sample5,Brown rice
322,12,5,Rice bran::RealV6_米糠_sample2,Rice bran
322,12,6,Paddy rice::RealV6_稻谷_sample1,Paddy rice
322,12,7,Paddy rice::RealV6_稻谷_sample9,Paddy rice
322,12,8,Sorghum::RealV6_高粱_sample6,Sorghum
322,12,9,Barley::RealV6_大麦_sample5,Barley
322,12,10,Sorghum::RealV6_高粱_sample3,Sorghum
322,12,11,Cassava::RealV6_木薯_sample5,Cassava
322,12,12,Wheat::RealV6_小麦_sample4,Wheat
323,3,1,Cassava::RealV6_木薯_sample8,Cassava
323,3,2,Wheat::RealV6_小麦_sample6,Wheat
323,3,3,Cassava::RealV6_木薯_sample5,Cassava
323,6,1,Cassava::RealV6_木薯_sample8,Cassava
323,6,2,Wheat::RealV6_小麦_sample6,Wheat
323,6,3,Cassava::RealV6_木薯_sample5,Cassava
323,6,4,Cassava::RealV6_木薯_sample4,Cassava
323,6,5,Wheat::RealV6_小麦_sample7,Wheat
323,6,6,Paddy rice::RealV6_稻谷_sample11,Paddy rice
323,9,1,Cassava::RealV6_木薯_sample8,Cassava
323,9,2,Wheat::RealV6_小麦_sample6,Wheat
323,9,3,Cassava::RealV6_木薯_sample5,Cassava
323,9,4,Cassava::RealV6_木薯_sample4,Cassava
323,9,5,Wheat::RealV6_小麦_sample7,Wheat
323,9,6,Paddy rice::RealV6_稻谷_sample11,Paddy rice
323,9,7,Barley::RealV6_大麦_sample3,Barley
323,9,8,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
323,9,9,Sorghum::RealV6_高粱_sample10,Sorghum
323,12,1,Cassava::RealV6_木薯_sample8,Cassava
323,12,2,Wheat::RealV6_小麦_sample6,Wheat
323,12,3,Cassava::RealV6_木薯_sample5,Cassava
323,12,4,Cassava::RealV6_木薯_sample4,Cassava
323,12,5,Wheat::RealV6_小麦_sample7,Wheat
323,12,6,Paddy rice::RealV6_稻谷_sample11,Paddy rice
323,12,7,Barley::RealV6_大麦_sample3,Barley
323,12,8,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
323,12,9,Sorghum::RealV6_高粱_sample10,Sorghum
323,12,10,Brown rice::RealV6_糙米_sample1,Brown rice
323,12,11,Paddy rice::RealV6_稻谷_sample8,Paddy rice
323,12,12,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
324,3,1,Rice bran::RealV6_米糠_sample5,Rice bran
324,3,2,Wheat::RealV6_小麦_sample1,Wheat
324,3,3,Sorghum::RealV6_高粱_sample6,Sorghum
324,6,1,Rice bran::RealV6_米糠_sample5,Rice bran
324,6,2,Wheat::RealV6_小麦_sample1,Wheat
324,6,3,Sorghum::RealV6_高粱_sample6,Sorghum
324,6,4,Paddy rice::RealV6_稻谷_sample10,Paddy rice
324,6,5,Cassava::RealV6_木薯_sample4,Cassava
324,6,6,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
324,9,1,Rice bran::RealV6_米糠_sample5,Rice bran
324,9,2,Wheat::RealV6_小麦_sample1,Wheat
324,9,3,Sorghum::RealV6_高粱_sample6,Sorghum
324,9,4,Paddy rice::RealV6_稻谷_sample10,Paddy rice
324,9,5,Cassava::RealV6_木薯_sample4,Cassava
324,9,6,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
324,9,7,Sorghum::RealV6_高粱_sample2,Sorghum
324,9,8,Paddy rice::RealV6_稻谷_sample2,Paddy rice
324,9,9,Brown rice::RealV6_糙米_sample2,Brown rice
324,12,1,Rice bran::RealV6_米糠_sample5,Rice bran
324,12,2,Wheat::RealV6_小麦_sample1,Wheat
324,12,3,Sorghum::RealV6_高粱_sample6,Sorghum
324,12,4,Paddy rice::RealV6_稻谷_sample10,Paddy rice
324,12,5,Cassava::RealV6_木薯_sample4,Cassava
324,12,6,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
324,12,7,Sorghum::RealV6_高粱_sample2,Sorghum
324,12,8,Paddy rice::RealV6_稻谷_sample2,Paddy rice
324,12,9,Brown rice::RealV6_糙米_sample2,Brown rice
324,12,10,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
324,12,11,Rice bran::RealV6_米糠_sample4,Rice bran
324,12,12,Paddy rice::RealV6_稻谷_sample1,Paddy rice
325,3,1,Wheat::RealV6_小麦_sample10,Wheat
325,3,2,Rice bran::RealV6_米糠_sample9,Rice bran
325,3,3,Paddy rice::RealV6_稻谷_sample5,Paddy rice
325,6,1,Wheat::RealV6_小麦_sample10,Wheat
325,6,2,Rice bran::RealV6_米糠_sample9,Rice bran
325,6,3,Paddy rice::RealV6_稻谷_sample5,Paddy rice
325,6,4,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
325,6,5,Sorghum::RealV6_高粱_sample7,Sorghum
325,6,6,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
325,9,1,Wheat::RealV6_小麦_sample10,Wheat
325,9,2,Rice bran::RealV6_米糠_sample9,Rice bran
325,9,3,Paddy rice::RealV6_稻谷_sample5,Paddy rice
325,9,4,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
325,9,5,Sorghum::RealV6_高粱_sample7,Sorghum
325,9,6,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
325,9,7,Brown rice::RealV6_糙米_sample9,Brown rice
325,9,8,Barley::RealV6_大麦_sample5,Barley
325,9,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
325,12,1,Wheat::RealV6_小麦_sample10,Wheat
325,12,2,Rice bran::RealV6_米糠_sample9,Rice bran
325,12,3,Paddy rice::RealV6_稻谷_sample5,Paddy rice
325,12,4,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
325,12,5,Sorghum::RealV6_高粱_sample7,Sorghum
325,12,6,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
325,12,7,Brown rice::RealV6_糙米_sample9,Brown rice
325,12,8,Barley::RealV6_大麦_sample5,Barley
325,12,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
325,12,10,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
325,12,11,Cassava::RealV6_木薯_sample6,Cassava
325,12,12,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
326,3,1,Paddy rice::RealV6_稻谷_sample11,Paddy rice
326,3,2,Cassava::RealV6_木薯_sample3,Cassava
326,3,3,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
326,6,1,Paddy rice::RealV6_稻谷_sample11,Paddy rice
326,6,2,Cassava::RealV6_木薯_sample3,Cassava
326,6,3,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
326,6,4,Rice bran::RealV6_米糠_sample7,Rice bran
326,6,5,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
326,6,6,Paddy rice::RealV6_稻谷_sample8,Paddy rice
326,9,1,Paddy rice::RealV6_稻谷_sample11,Paddy rice
326,9,2,Cassava::RealV6_木薯_sample3,Cassava
326,9,3,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
326,9,4,Rice bran::RealV6_米糠_sample7,Rice bran
326,9,5,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
326,9,6,Paddy rice::RealV6_稻谷_sample8,Paddy rice
326,9,7,Barley::RealV6_大麦_sample5,Barley
326,9,8,Brown rice::RealV6_糙米_sample8,Brown rice
326,9,9,Brown rice::RealV6_糙米_sample4,Brown rice
326,12,1,Paddy rice::RealV6_稻谷_sample11,Paddy rice
326,12,2,Cassava::RealV6_木薯_sample3,Cassava
326,12,3,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
326,12,4,Rice bran::RealV6_米糠_sample7,Rice bran
326,12,5,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
326,12,6,Paddy rice::RealV6_稻谷_sample8,Paddy rice
326,12,7,Barley::RealV6_大麦_sample5,Barley
326,12,8,Brown rice::RealV6_糙米_sample8,Brown rice
326,12,9,Brown rice::RealV6_糙米_sample4,Brown rice
326,12,10,Barley::RealV6_大麦_sample6,Barley
326,12,11,Sorghum::RealV6_高粱_sample7,Sorghum
326,12,12,Sorghum::RealV6_高粱_sample10,Sorghum
327,3,1,Rice bran::RealV6_米糠_sample4,Rice bran
327,3,2,Paddy rice::RealV6_稻谷_sample6,Paddy rice
327,3,3,Paddy rice::RealV6_稻谷_sample7,Paddy rice
327,6,1,Rice bran::RealV6_米糠_sample4,Rice bran
327,6,2,Paddy rice::RealV6_稻谷_sample6,Paddy rice
327,6,3,Paddy rice::RealV6_稻谷_sample7,Paddy rice
327,6,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
327,6,5,Barley::RealV6_大麦_sample9,Barley
327,6,6,Wheat::RealV6_小麦_sample4,Wheat
327,9,1,Rice bran::RealV6_米糠_sample4,Rice bran
327,9,2,Paddy rice::RealV6_稻谷_sample6,Paddy rice
327,9,3,Paddy rice::RealV6_稻谷_sample7,Paddy rice
327,9,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
327,9,5,Barley::RealV6_大麦_sample9,Barley
327,9,6,Wheat::RealV6_小麦_sample4,Wheat
327,9,7,Cassava::RealV6_木薯_sample1,Cassava
327,9,8,Wheat::RealV6_小麦_sample6,Wheat
327,9,9,Brown rice::RealV6_糙米_sample7,Brown rice
327,12,1,Rice bran::RealV6_米糠_sample4,Rice bran
327,12,2,Paddy rice::RealV6_稻谷_sample6,Paddy rice
327,12,3,Paddy rice::RealV6_稻谷_sample7,Paddy rice
327,12,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
327,12,5,Barley::RealV6_大麦_sample9,Barley
327,12,6,Wheat::RealV6_小麦_sample4,Wheat
327,12,7,Cassava::RealV6_木薯_sample1,Cassava
327,12,8,Wheat::RealV6_小麦_sample6,Wheat
327,12,9,Brown rice::RealV6_糙米_sample7,Brown rice
327,12,10,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
327,12,11,Cassava::RealV6_木薯_sample5,Cassava
327,12,12,Barley::RealV6_大麦_sample6,Barley
328,3,1,Paddy rice::RealV6_稻谷_sample11,Paddy rice
328,3,2,Wheat::RealV6_小麦_sample4,Wheat
328,3,3,Wheat::RealV6_小麦_sample10,Wheat
328,6,1,Paddy rice::RealV6_稻谷_sample11,Paddy rice
328,6,2,Wheat::RealV6_小麦_sample4,Wheat
328,6,3,Wheat::RealV6_小麦_sample10,Wheat
328,6,4,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
328,6,5,Brown rice::RealV6_糙米_sample5,Brown rice
328,6,6,Cassava::RealV6_木薯_sample4,Cassava
328,9,1,Paddy rice::RealV6_稻谷_sample11,Paddy rice
328,9,2,Wheat::RealV6_小麦_sample4,Wheat
328,9,3,Wheat::RealV6_小麦_sample10,Wheat
328,9,4,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
328,9,5,Brown rice::RealV6_糙米_sample5,Brown rice
328,9,6,Cassava::RealV6_木薯_sample4,Cassava
328,9,7,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
328,9,8,Cassava::RealV6_木薯_sample8,Cassava
328,9,9,Rice bran::RealV6_米糠_sample9,Rice bran
328,12,1,Paddy rice::RealV6_稻谷_sample11,Paddy rice
328,12,2,Wheat::RealV6_小麦_sample4,Wheat
328,12,3,Wheat::RealV6_小麦_sample10,Wheat
328,12,4,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
328,12,5,Brown rice::RealV6_糙米_sample5,Brown rice
328,12,6,Cassava::RealV6_木薯_sample4,Cassava
328,12,7,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
328,12,8,Cassava::RealV6_木薯_sample8,Cassava
328,12,9,Rice bran::RealV6_米糠_sample9,Rice bran
328,12,10,Rice bran::RealV6_米糠_sample1,Rice bran
328,12,11,Wheat::RealV6_小麦_sample2,Wheat
328,12,12,Sorghum::RealV6_高粱_sample6,Sorghum
329,3,1,Brown rice::RealV6_糙米_sample4,Brown rice
329,3,2,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
329,3,3,Brown rice::RealV6_糙米_sample9,Brown rice
329,6,1,Brown rice::RealV6_糙米_sample4,Brown rice
329,6,2,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
329,6,3,Brown rice::RealV6_糙米_sample9,Brown rice
329,6,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
329,6,5,Rice bran::RealV6_米糠_sample10,Rice bran
329,6,6,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
329,9,1,Brown rice::RealV6_糙米_sample4,Brown rice
329,9,2,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
329,9,3,Brown rice::RealV6_糙米_sample9,Brown rice
329,9,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
329,9,5,Rice bran::RealV6_米糠_sample10,Rice bran
329,9,6,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
329,9,7,Wheat::RealV6_小麦_sample9,Wheat
329,9,8,Sorghum::RealV6_高粱_sample1,Sorghum
329,9,9,Barley::RealV6_大麦_sample1,Barley
329,12,1,Brown rice::RealV6_糙米_sample4,Brown rice
329,12,2,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
329,12,3,Brown rice::RealV6_糙米_sample9,Brown rice
329,12,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
329,12,5,Rice bran::RealV6_米糠_sample10,Rice bran
329,12,6,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
329,12,7,Wheat::RealV6_小麦_sample9,Wheat
329,12,8,Sorghum::RealV6_高粱_sample1,Sorghum
329,12,9,Barley::RealV6_大麦_sample1,Barley
329,12,10,Brown rice::RealV6_糙米_sample5,Brown rice
329,12,11,Cassava::RealV6_木薯_sample8,Cassava
329,12,12,Cassava::RealV6_木薯_sample9,Cassava
330,3,1,Wheat::RealV6_小麦_sample6,Wheat
330,3,2,Barley::RealV6_大麦_sample1,Barley
330,3,3,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
330,6,1,Wheat::RealV6_小麦_sample6,Wheat
330,6,2,Barley::RealV6_大麦_sample1,Barley
330,6,3,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
330,6,4,Wheat::RealV6_小麦_sample10,Wheat
330,6,5,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
330,6,6,Brown rice::RealV6_糙米_sample3,Brown rice
330,9,1,Wheat::RealV6_小麦_sample6,Wheat
330,9,2,Barley::RealV6_大麦_sample1,Barley
330,9,3,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
330,9,4,Wheat::RealV6_小麦_sample10,Wheat
330,9,5,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
330,9,6,Brown rice::RealV6_糙米_sample3,Brown rice
330,9,7,Paddy rice::RealV6_稻谷_sample9,Paddy rice
330,9,8,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
330,9,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
330,12,1,Wheat::RealV6_小麦_sample6,Wheat
330,12,2,Barley::RealV6_大麦_sample1,Barley
330,12,3,Rapeseed cake::RealV6_菜籽饼_sample2,Rapeseed cake
330,12,4,Wheat::RealV6_小麦_sample10,Wheat
330,12,5,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
330,12,6,Brown rice::RealV6_糙米_sample3,Brown rice
330,12,7,Paddy rice::RealV6_稻谷_sample9,Paddy rice
330,12,8,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
330,12,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
330,12,10,Sorghum::RealV6_高粱_sample6,Sorghum
330,12,11,Rice bran::RealV6_米糠_sample5,Rice bran
330,12,12,Wheat::RealV6_小麦_sample3,Wheat
331,3,1,Brown rice::RealV6_糙米_sample3,Brown rice
331,3,2,Rice bran::RealV6_米糠_sample2,Rice bran
331,3,3,Paddy rice::RealV6_稻谷_sample4,Paddy rice
331,6,1,Brown rice::RealV6_糙米_sample3,Brown rice
331,6,2,Rice bran::RealV6_米糠_sample2,Rice bran
331,6,3,Paddy rice::RealV6_稻谷_sample4,Paddy rice
331,6,4,Sorghum::RealV6_高粱_sample7,Sorghum
331,6,5,Brown rice::RealV6_糙米_sample10,Brown rice
331,6,6,Cassava::RealV6_木薯_sample10,Cassava
331,9,1,Brown rice::RealV6_糙米_sample3,Brown rice
331,9,2,Rice bran::RealV6_米糠_sample2,Rice bran
331,9,3,Paddy rice::RealV6_稻谷_sample4,Paddy rice
331,9,4,Sorghum::RealV6_高粱_sample7,Sorghum
331,9,5,Brown rice::RealV6_糙米_sample10,Brown rice
331,9,6,Cassava::RealV6_木薯_sample10,Cassava
331,9,7,Paddy rice::RealV6_稻谷_sample6,Paddy rice
331,9,8,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
331,9,9,Wheat::RealV6_小麦_sample7,Wheat
331,12,1,Brown rice::RealV6_糙米_sample3,Brown rice
331,12,2,Rice bran::RealV6_米糠_sample2,Rice bran
331,12,3,Paddy rice::RealV6_稻谷_sample4,Paddy rice
331,12,4,Sorghum::RealV6_高粱_sample7,Sorghum
331,12,5,Brown rice::RealV6_糙米_sample10,Brown rice
331,12,6,Cassava::RealV6_木薯_sample10,Cassava
331,12,7,Paddy rice::RealV6_稻谷_sample6,Paddy rice
331,12,8,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
331,12,9,Wheat::RealV6_小麦_sample7,Wheat
331,12,10,Paddy rice::RealV6_稻谷_sample10,Paddy rice
331,12,11,Rapeseed cake::RealV6_菜籽饼_sample5,Rapeseed cake
331,12,12,Cassava::RealV6_木薯_sample7,Cassava
332,3,1,Barley::RealV6_大麦_sample2,Barley
332,3,2,Rice bran::RealV6_米糠_sample8,Rice bran
332,3,3,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
332,6,1,Barley::RealV6_大麦_sample2,Barley
332,6,2,Rice bran::RealV6_米糠_sample8,Rice bran
332,6,3,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
332,6,4,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
332,6,5,Rice bran::RealV6_米糠_sample4,Rice bran
332,6,6,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
332,9,1,Barley::RealV6_大麦_sample2,Barley
332,9,2,Rice bran::RealV6_米糠_sample8,Rice bran
332,9,3,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
332,9,4,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
332,9,5,Rice bran::RealV6_米糠_sample4,Rice bran
332,9,6,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
332,9,7,Barley::RealV6_大麦_sample8,Barley
332,9,8,Sorghum::RealV6_高粱_sample1,Sorghum
332,9,9,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
332,12,1,Barley::RealV6_大麦_sample2,Barley
332,12,2,Rice bran::RealV6_米糠_sample8,Rice bran
332,12,3,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
332,12,4,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
332,12,5,Rice bran::RealV6_米糠_sample4,Rice bran
332,12,6,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
332,12,7,Barley::RealV6_大麦_sample8,Barley
332,12,8,Sorghum::RealV6_高粱_sample1,Sorghum
332,12,9,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
332,12,10,Cassava::RealV6_木薯_sample4,Cassava
332,12,11,Sorghum::RealV6_高粱_sample10,Sorghum
332,12,12,Rice bran::RealV6_米糠_sample2,Rice bran
333,3,1,Wheat::RealV6_小麦_sample3,Wheat
333,3,2,Cassava::RealV6_木薯_sample1,Cassava
333,3,3,Sorghum::RealV6_高粱_sample4,Sorghum
333,6,1,Wheat::RealV6_小麦_sample3,Wheat
333,6,2,Cassava::RealV6_木薯_sample1,Cassava
333,6,3,Sorghum::RealV6_高粱_sample4,Sorghum
333,6,4,Barley::RealV6_大麦_sample9,Barley
333,6,5,Brown rice::RealV6_糙米_sample4,Brown rice
333,6,6,Sorghum::RealV6_高粱_sample2,Sorghum
333,9,1,Wheat::RealV6_小麦_sample3,Wheat
333,9,2,Cassava::RealV6_木薯_sample1,Cassava
333,9,3,Sorghum::RealV6_高粱_sample4,Sorghum
333,9,4,Barley::RealV6_大麦_sample9,Barley
333,9,5,Brown rice::RealV6_糙米_sample4,Brown rice
333,9,6,Sorghum::RealV6_高粱_sample2,Sorghum
333,9,7,Paddy rice::RealV6_稻谷_sample11,Paddy rice
333,9,8,Rice bran::RealV6_米糠_sample6,Rice bran
333,9,9,Paddy rice::RealV6_稻谷_sample1,Paddy rice
333,12,1,Wheat::RealV6_小麦_sample3,Wheat
333,12,2,Cassava::RealV6_木薯_sample1,Cassava
333,12,3,Sorghum::RealV6_高粱_sample4,Sorghum
333,12,4,Barley::RealV6_大麦_sample9,Barley
333,12,5,Brown rice::RealV6_糙米_sample4,Brown rice
333,12,6,Sorghum::RealV6_高粱_sample2,Sorghum
333,12,7,Paddy rice::RealV6_稻谷_sample11,Paddy rice
333,12,8,Rice bran::RealV6_米糠_sample6,Rice bran
333,12,9,Paddy rice::RealV6_稻谷_sample1,Paddy rice
333,12,10,Wheat::RealV6_小麦_sample10,Wheat
333,12,11,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
333,12,12,Wheat::RealV6_小麦_sample1,Wheat
334,3,1,Brown rice::RealV6_糙米_sample1,Brown rice
334,3,2,Cassava::RealV6_木薯_sample2,Cassava
334,3,3,Cassava::RealV6_木薯_sample1,Cassava
334,6,1,Brown rice::RealV6_糙米_sample1,Brown rice
334,6,2,Cassava::RealV6_木薯_sample2,Cassava
334,6,3,Cassava::RealV6_木薯_sample1,Cassava
334,6,4,Sorghum::RealV6_高粱_sample7,Sorghum
334,6,5,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
334,6,6,Sorghum::RealV6_高粱_sample1,Sorghum
334,9,1,Brown rice::RealV6_糙米_sample1,Brown rice
334,9,2,Cassava::RealV6_木薯_sample2,Cassava
334,9,3,Cassava::RealV6_木薯_sample1,Cassava
334,9,4,Sorghum::RealV6_高粱_sample7,Sorghum
334,9,5,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
334,9,6,Sorghum::RealV6_高粱_sample1,Sorghum
334,9,7,Rice bran::RealV6_米糠_sample9,Rice bran
334,9,8,Barley::RealV6_大麦_sample5,Barley
334,9,9,Rice bran::RealV6_米糠_sample10,Rice bran
334,12,1,Brown rice::RealV6_糙米_sample1,Brown rice
334,12,2,Cassava::RealV6_木薯_sample2,Cassava
334,12,3,Cassava::RealV6_木薯_sample1,Cassava
334,12,4,Sorghum::RealV6_高粱_sample7,Sorghum
334,12,5,Rapeseed cake::RealV6_菜籽饼_sample8,Rapeseed cake
334,12,6,Sorghum::RealV6_高粱_sample1,Sorghum
334,12,7,Rice bran::RealV6_米糠_sample9,Rice bran
334,12,8,Barley::RealV6_大麦_sample5,Barley
